TERM_OF_LOAN,Profitability,Origination_year,YEAR,Months_elapsed,CREDIT_SCORE_BUCKET,OPB,PAYMENT_AMOUNT,AUTO_PTI_TOTAL
72.0,0.06696419356838647,2024.0,2024.0,0.0,660+,20970.997254399183,398.3375903157644,10.41004427959936
72.0,3238.1892341220023,2024.0,2025.0,12.0,660+,16190.94617061001,398.3375903157644,10.41004427959936
72.0,2396.287968232376,2024.0,2026.0,24.0,660+,11410.895086820838,398.3375903157644,10.41004427959936
72.0,1458.7856806669663,2024.0,2027.0,36.0,660+,6630.844003031665,398.3375903157644,10.41004427959936
72.0,425.68237142577334,2024.0,2028.0,48.0,660+,1850.7929192424926,398.3375903157644,10.41004427959936
72.0,0.0,2024.0,2029.0,60.0,660+,0.0,398.3375903157644,10.41004427959936
72.0,0.0,2024.0,2030.0,72.0,660+,0.0,398.3375903157644,10.41004427959936
72.0,0.0,2024.0,2031.0,84.0,660+,0.0,398.3375903157644,10.41004427959936
48.0,0.053016814501511356,2024.0,2024.0,0.0,660+,39629.50863425025,687.3232126110051,8.23799874247214
48.0,6276.326016583637,2024.0,2025.0,12.0,660+,31381.630082918186,687.3232126110051,8.23799874247214
48.0,4858.087821633086,2024.0,2026.0,24.0,660+,23133.751531586124,687.3232126110051,8.23799874247214
48.0,3274.8920556558937,2024.0,2027.0,36.0,660+,14885.872980254062,687.3232126110051,8.23799874247214
48.0,0.0,2024.0,2028.0,48.0,660+,0.0,687.3232126110051,8.23799874247214
48.0,0.0,2024.0,2029.0,60.0,660+,0.0,687.3232126110051,8.23799874247214
48.0,0.0,2024.0,2030.0,72.0,660+,0.0,687.3232126110051,8.23799874247214
48.0,0.0,2024.0,2031.0,84.0,660+,0.0,687.3232126110051,8.23799874247214
75.0,0.008957826960773319,2024.0,2024.0,0.0,601-660,20145.05157268609,384.77566311899864,9.845952458817129
75.0,3105.5487230516214,2024.0,2025.0,12.0,601-660,15527.743615258107,384.77566311899864,9.845952458817129
75.0,2291.191488144326,2024.0,2026.0,24.0,601-660,10910.435657830123,384.77566311899864,9.845952458817129
75.0,1384.4880940884707,2024.0,2027.0,36.0,601-660,6293.127700402139,384.77566311899864,9.845952458817129
75.0,385.43854088405584,2024.0,2028.0,48.0,601-660,1675.8197429741558,384.77566311899864,9.845952458817129
75.0,0.0,2024.0,2029.0,60.0,601-660,0.0,384.77566311899864,9.845952458817129
75.0,0.0,2024.0,2030.0,72.0,601-660,0.0,384.77566311899864,9.845952458817129
75.0,0.0,2024.0,2031.0,84.0,601-660,0.0,384.77566311899864,9.845952458817129
54.0,0.058329140473519704,2024.0,2024.0,0.0,601-660,22662.24331536809,444.1104340901744,12.557411535416069
54.0,3466.5836212571994,2024.0,2025.0,12.0,601-660,17332.918106285997,444.1104340901744,12.557411535416069
54.0,2520.7545084128196,2024.0,2026.0,24.0,601-660,12003.592897203904,444.1104340901744,12.557411535416069
54.0,1468.3388913867987,2024.0,2027.0,36.0,601-660,6674.267688121812,444.1104340901744,12.557411535416069
54.0,309.33677017913493,2024.0,2028.0,48.0,601-660,1344.942479039717,444.1104340901744,12.557411535416069
54.0,0.0,2024.0,2029.0,60.0,601-660,0.0,444.1104340901744,12.557411535416069
54.0,0.0,2024.0,2030.0,72.0,601-660,0.0,444.1104340901744,12.557411535416069
54.0,0.0,2024.0,2031.0,84.0,601-660,0.0,444.1104340901744,12.557411535416069
48.0,0.04699617817946677,2024.0,2024.0,0.0,601-660,23274.164546703258,438.453189790619,25.72772345357907
48.0,3602.545253843166,2024.0,2025.0,12.0,601-660,18012.72626921583,438.453189790619,25.72772345357907
48.0,2677.7704782629644,2024.0,2026.0,24.0,601-660,12751.287991728403,438.453189790619,25.72772345357907
48.0,1647.7669371330144,2024.0,2027.0,36.0,601-660,7489.849714240974,438.453189790619,25.72772345357907
48.0,0.0,2024.0,2028.0,48.0,601-660,0.0,438.453189790619,25.72772345357907
48.0,0.0,2024.0,2029.0,60.0,601-660,0.0,438.453189790619,25.72772345357907
48.0,0.0,2024.0,2030.0,72.0,601-660,0.0,438.453189790619,25.72772345357907
48.0,0.0,2024.0,2031.0,84.0,601-660,0.0,438.453189790619,25.72772345357907
75.0,0.08580672544633498,2024.0,2024.0,0.0,660+,42838.966014609585,782.0065974217824,27.32163379079967
75.0,6690.977369109639,2024.0,2025.0,12.0,660+,33454.88684554819,782.0065974217824,27.32163379079967
75.0,5054.869612062229,2024.0,2026.0,24.0,660+,24070.807676486806,782.0065974217824,27.32163379079967
75.0,3231.080271633592,2024.0,2027.0,36.0,660+,14686.728507425418,782.0065974217824,27.32163379079967
75.0,1219.609347823726,2024.0,2028.0,48.0,660+,5302.649338364026,782.0065974217824,27.32163379079967
75.0,0.0,2024.0,2029.0,60.0,660+,0.0,782.0065974217824,27.32163379079967
75.0,0.0,2024.0,2030.0,72.0,660+,0.0,782.0065974217824,27.32163379079967
75.0,0.0,2024.0,2031.0,84.0,660+,0.0,782.0065974217824,27.32163379079967
