MORTGAGE_TRDLN_TOTAL,RECENT_OPEN_ACCT_TRDLN_OPEN_TOTAL,ALL_TRDLN_TAGGED_TOTAL,DEROG_TRDLN_TOTAL,INQUIRY_CNT_TOTAL,CREDIT_SCORE_AVG_CALC,ALL_CREDIT_HISTORY_MONTHS_TOTAL,RECENT_OPEN_ACCT_CUR_BAL_OPEN_TOTAL,COLLECTIONS_CUR_BAL_TOTAL,CREDIT_CARD_AVAILABLE_TOTAL,REVOLVING_AVAILABLE_TAGGED_TOTAL,CREDIT_CARD_CREDIT_LIMIT_TOTAL,BANK_CARD_CREDIT_LIMIT_TOTAL,CREDIT_CARD_CUR_BAL_OPEN_TOTAL,REVOLVING_CUR_BAL_TOTAL,INQUIRY_RECENT_CNT_TOTAL,AUTO_CREDIT_HISTORY_MONTHS_MAX_TOTAL,DEROG_CUR_BAL_TOTAL,DEROG_MO_PMT_TOTAL,DELINQ_CNT_30_DAY_TOTAL,Timestamp,Customer_ID
,0.0566690891403837,16.287416787887892,5.970140437542862,86.43531502690657,615.5126326359268,72.45388488723233,0.0,0.0,220.36083238938025,-621.7229446411482,1039.4390138999934,0.0,294.59153749595225,0.0,22.793085490802333,22.184284412416307,0.0,0.0,1.3488776142837595,2018-07-01 00:00:00.000000000,1
1.729221269426206,0.0566690891403837,5.458800081843702,3.427174590536109,17.540473570167528,623.1170555697909,374.9477567364722,0.0,0.0,326.35453906326507,-474.2036746948172,47939.2997827154,111311.03388222704,14556.11940084467,167774.6550339287,8.90634167490786,60.68373200052245,13240.411500449443,833.6173839831565,1.8201603872566696,2018-07-01 06:08:14.689468946,2
0.939716104193661,0.0566690891403837,4.786099141626502,3.603505244931243,20.178650731148306,443.7857552006535,81.39812857312246,16825.452544799216,1716.0124118943322,377.23324412702345,11611.88676475698,525.0941594440465,0.0,0.0,0.0,8.10197851212073,80.03620848449658,0.0,0.0,16.63719832520821,2018-07-01 12:16:29.378937893,3
0.0,0.0566690891403837,24.15855894709447,5.257369784314235,15.41516726192858,543.2095823992454,297.77234784843154,0.0,0.0,-2040.605778053023,-607.5093862733954,499.9296767325068,0.0,0.0,36522.74262481074,8.024667116463714,36.61175743895288,0.0,0.0,2.162143472400637,2018-07-01 18:24:44.068406840,4
1.4230334680272767,0.0566690891403837,4.349726981445024,3.0710091231151972,19.1079740386602,,90.50748519877077,3633.136257582357,0.0,217.854403450016,-838.3637233121801,628.4269825150168,0.0,0.0,0.0,8.877581802859837,24.701175010064745,0.0,0.0,0.9705072633713848,2018-07-02 00:32:58.757875787,5
0.0,0.0566690891403837,8.0438889682915,3.989493773725971,83.45154097898916,635.4757455242786,54.50936962401829,46188.35142311704,0.0,216.92390139172835,-635.4848923675556,453.4630688938141,0.0,0.0,0.0,31.450044765203856,23.214355715802885,0.0,0.0,0.9871760658474332,2018-07-02 06:41:13.447344734,6
0.0,0.0566690891403837,4.943597214083401,3.2568885763133455,21.84250672750966,708.277313257909,73.16651854290352,0.0,0.0,207.01832605941013,-900.747962430122,469.9769017896906,0.0,11.227214195921988,0.0,19.15909282726186,36.93745241632619,0.0,480.6163307944687,0.9281122211278134,2018-07-02 12:49:28.136813681,7
0.0,0.0566690891403837,8.694442407643615,19.977081236799755,14.476779535819492,,189.7134440278893,0.0,11131.144321123917,1279.8467425659576,-607.248066596065,38133.96234625146,88242.02905176695,0.0,0.0,7.466248035227077,35.536647783877896,0.0,,0.9281122211278134,2018-07-02 18:57:42.826282628,8
0.0,3.5487368051062527,4.477884201108026,,19.61481984239355,616.1213863398178,66.02206339705839,32853.3965088334,0.0,354.5371714657873,988.3111921643005,1460.74331020128,0.0,250.35130129860727,0.0,7.472839687942384,24.744480062649615,0.0,0.0,5.611746645386971,2018-07-03 01:05:57.515751575,9
0.0718532643804355,3.952512025972751,28.646252999224515,27.64086406367176,17.900280021432863,,68.00015192577419,0.0,0.0,7383.830056157721,338.67122525218747,14828.335869020357,13456.541054429408,493.7740320469889,99052.00369023696,7.256622347300899,69.09957654307276,0.0,0.0,20.56422184766703,2018-07-03 07:14:12.205220522,10
0.0,0.0566690891403837,12.409598793583951,5.157917793073399,15.88455756284207,561.6061403994765,53.399461969769575,0.0,6130.69739344138,-393.81987178421673,-620.0771131373378,528.6561028110136,0.0,0.0,0.0,5.5353616944229715,35.261420401138395,5351.765085364888,0.0,1.0360611283746373,2018-07-03 13:22:26.894689468,11
0.0,4.038562978420353,21.60126993185935,5.327436766381413,17.997026963062922,480.9402207810778,79.64510483083262,0.0,5737.224614634661,10578.835221851265,,39851.797974324465,0.0,,0.0,8.987083719359555,29.35851214160635,44699.248227204545,1499.840142509275,1.3376076056793798,2018-07-03 19:30:41.584158415,12
0.0,0.8360841009496924,6.086895123829753,2.841030504784613,83.2975627399601,628.036566556398,,0.0,0.0,-695.8182521603326,-653.5636698531828,468.52311846727935,0.0,0.0,0.0,,18.852391755424772,0.0,0.0,0.9281122211278134,2018-07-04 01:38:56.273627362,13
0.0,0.0566690891403837,7.369511473374216,5.469359234339441,35.12184238602762,631.7587265529347,86.72853964025775,0.0,0.0,215.02488196440115,-654.0649338413498,29658.010459688227,0.0,458.8106210464021,0.0,8.305216572154661,49.916300131843386,0.0,0.0,0.9281122211278134,2018-07-04 07:47:10.963096309,14
0.1792767017283379,1.8980051012608976,7.343462270774399,2.5839571815567863,20.975271357021825,635.1694954950711,202.08738725281745,0.0,0.0,3639.5549610769112,,33589.43946537541,92930.77308673848,,119349.08197074232,7.704702915292922,37.284469384495395,0.0,0.0,0.9847692241804004,2018-07-04 13:55:25.652565256,15
0.1483231847876908,0.2047540074381418,6.9454421889393,,,631.4268483415348,247.04638710388156,0.0,0.0,354.36206563593146,-487.2167186809754,40400.580682853586,0.0,291.28321302327913,34675.49836501593,33.525559724726975,37.128716401431525,17673.345697808632,0.0,0.9281122211278134,2018-07-04 20:03:40.342034203,16
0.0,3.65823825822643,8.340565112215225,8.140191045419362,17.148715682186044,686.6392219695172,92.32711306409652,0.0,0.0,217.597336825085,-604.6588121104439,,,0.0,157256.44440699532,7.265704060456038,30.75455368392541,0.0,0.0,0.9281122211278134,2018-07-05 02:11:55.031503150,17
2.616283661330451,1.2360952857036505,33.655422505621246,28.649726745800542,74.6350455340455,550.0236078670289,84.4427027876946,0.0,114.19015858498142,9135.019450230726,14797.54843284692,38806.20247590286,0.0,9033.757637759856,69144.80029735013,19.11502131225247,32.91130777125156,0.0,1225.1224098673756,0.9392887387575684,2018-07-05 08:20:09.720972097,18
0.1541035558981577,0.1195811584579523,,5.018449206972006,17.16663982649043,641.7763019791976,44.39502728265249,41633.677606505415,0.0,-1412.6181420539351,-710.2538445621965,507.8529139570801,0.0,0.0,0.0,,21.03504594438142,815.8383285393675,,0.9416553817426738,2018-07-05 14:28:24.410441044,19
