MORTGAGE_TRDLN_TOTAL,RECENT_OPEN_ACCT_TRDLN_OPEN_TOTAL,ALL_TRDLN_TAGGED_TOTAL,DEROG_TRDLN_TOTAL,INQUIRY_CNT_TOTAL,CREDIT_SCORE_AVG_CALC,ALL_CREDIT_HISTORY_MONTHS_TOTAL,CASH_DOWN_CONTRACT,RECENT_OPEN_ACCT_CUR_BAL_OPEN_TOTAL,COLLECTIONS_CUR_BAL_TOTAL,CREDIT_CARD_AVAILABLE_TOTAL,REVOLVING_AVAILABLE_TAGGED_TOTAL,CREDIT_CARD_CREDIT_LIMIT_TOTAL,BANK_CARD_CREDIT_LIMIT_TOTAL,CREDIT_CARD_CUR_BAL_OPEN_TOTAL,INSTALLMENT_MO_PMT_TOTAL,REVOLVING_CUR_BAL_TOTAL,AUTO_ORIG_BAL_PAID_TOTAL,VEHICLE_MILEAGE,AUTO_ORIG_BAL_MAX_TOTAL,INSTALLMENT_CUR_BAL_TOTAL,PAYMENT_AMOUNT,AUTO_PTI_TOTAL,OPB,INQUIRY_RECENT_CNT_TOTAL,DEALER_RESERVE,AUTO_CREDIT_HISTORY_MONTHS_MAX_TOTAL,DEROG_CUR_BAL_TOTAL,DEROG_MO_PMT_TOTAL,PAYMENT_MADE_CNT_TOTAL,PAYMENT_MADE_CNT_TAGGED_TOTAL,AUTO_PAYMENT_MADE_CNT_TOTAL,DEALER_ADDS_PERCENT,DELINQ_CNT_30_DAY_TOTAL,TOTAL_DOWN_CONTRACT_PERCENT,Loan_Status,COF_EVENT_LABEL,Timestamp_x,TERM_OF_LOAN,Predicted_Probability
1.330254089794992,0.0566690891403837,23.760462675701152,17.2627896989604,60.46834204081309,623.718662774602,79.48836618534406,213.98064728682323,40775.27109847836,0.0,252.50736694588025,-580.4560531932691,939.3512213472004,28037.293318026255,0.0,5337.342430897512,0.0,9309.561553921383,23235.890379967448,12528.667286805852,82923.64276928178,581.805585301705,0.1179127780174906,23495.13913411685,8.453908575134559,2.1923697112795404,24.18733797492709,18791.04600953711,0.0,1576.8421935808617,477.6463009135143,30.839304686431586,11.2164114011322,2.140792668231085,0.0,1,1,2019-07-18 07:26:00.756075608,74.32409902808905,0.1860466231390287
0.0,0.0566690891403837,4.742736914247521,2.859082921257702,16.65738463804873,411.8499413669334,98.91403809374168,6907.289296134475,0.0,0.0,220.17555056085305,-616.8682101325501,869.2849198474541,14081.872305383173,486.0694310741501,619.2245403666316,0.0,3534.672832798624,53891.17085009806,16644.535295585152,6573.562928058676,394.9982843629248,0.0742043454472588,19909.325032644378,7.578443478953524,2.6702763684067907,26.3609884977752,0.0,0.0,193.36824983747024,37.41039869411165,22.96219240905998,3.069349279812152,1.2470412003665985,11.05673628716474,0,0,2018-09-18 12:44:08.424842484,75.0,0.21828115832055678
0.0,0.0566690891403837,6.200429178286524,3.81555161052176,72.07312166743772,487.2567327738327,37.26775836362064,242.6025801865194,46483.64971527257,2629.8525409554677,-620.0572911183551,-845.1218546569851,505.3203601789046,0.0,0.0,879.0822247345025,0.0,10350.292009651315,6399.570977226849,14071.914670492415,9760.97106098173,783.8935559989917,0.1852953725031509,42865.598859649675,8.97825996472696,1.7407655055048272,32.770097484823054,0.0,0.0,202.84330172712055,40.67719305733512,50.069821936060706,9.201919180070284,6.438662046885745,0.0,1,0,2024-11-25 21:20:08.640864096,75.0,0.3425049075784521
0.0,0.1969393540866668,5.636823665566793,3.5587867134707833,17.329398372170296,629.6274255581241,259.02114368890705,96.75932946644387,0.0,0.0,211.83478123069904,-569.1075870792254,919.736258716972,0.0,2532.8873681834966,744.0601390707177,732.0982620070117,3534.672832798624,19752.015756936715,8204.574723356804,6537.622554159767,392.41222923024674,0.1194688595826101,20532.90707484421,7.067924936502964,1.5760129377080776,25.9001059136527,50999.81152431597,1378.4212406989511,212.93913805476103,37.95565467256765,31.990349824889407,7.825238523989824,0.9281122211278134,14.492869895393632,1,0,2023-04-08 06:11:59.351935200,75.0,0.23995653796032917
0.1343286958801854,0.0566690891403837,7.106093151377745,3.383293446683798,21.2281846452532,650.4349533123598,115.50965177235248,225.4566871556065,0.0,0.0,344.3008917400266,-626.630353028909,54885.064768770855,91165.24723764634,12206.872956390862,747.3003011335543,169977.72154219085,99842.25140778245,6408.174447505844,41594.653903235,10044.445890902269,699.962806515554,0.1630031580861141,44216.98419006549,11.291602430907426,1.4732051657153789,35.19407423098677,0.0,0.0,557.3819491306189,80.81359861545286,35.70459835638199,10.476473769510113,1.072714417634396,0.0,1,1,2021-12-29 20:39:23.276327632,75.0,0.2668402474736404
2.5174744520451195,0.1668994130539345,7.471463351513849,5.184877967832723,16.127517756792727,636.0998689513295,41.48348494624885,85.26134274626293,0.0,0.0,-973.0396495611392,-606.3014198558765,714.5765959118417,0.0,80.91929548981716,819.4735672177572,0.0,3534.672832798624,6415.290272734583,12759.95375680329,7249.588558553365,407.3865552234935,0.1025710311646418,20851.44656760016,7.210749243185234,1.7407655055048272,20.877811508851703,0.0,0.0,234.4068915554929,51.72636388730055,44.0802237622607,18.920796488839105,0.9281122211278134,0.0,0,0,2021-03-27 03:25:30.513051312,75.0,0.2537682582684808
0.0,0.0566690891403837,4.202789499439369,2.403975210696543,17.59347758664361,534.4175908799898,39.72919990656244,85.26134274626293,20491.41077103885,0.0,-404.4658574006996,-832.565564925362,568.2757145298856,0.0,0.0,3160.316955582829,0.0,4754.511067030442,6405.5516793434,8116.383122825724,6886.5707102307315,343.17947979569874,0.1122995346332246,20258.5531572874,7.318785658682374,1.4385836803026877,18.697541418432696,0.0,0.0,143.95485368680653,37.11178568298418,23.709754717892423,8.294944126923596,0.9281122211278134,0.0,1,1,2024-11-11 13:38:26.030603072,75.0,0.2844549256479114
0.0,0.1554491697577155,24.523977385735172,4.988245028032325,19.146985237197708,537.4484381604461,366.67611722433594,175.1769202761875,0.0,0.0,374.431284892446,-734.7794166335395,59835.71586106812,21778.299526408493,19577.86425705945,2675.7242795879847,71467.62046792745,6771.3157495652085,6404.355215668631,21036.209917742035,9889.680343367389,735.2742878695949,0.2417098696305329,45474.03387520408,6.610653108459835,-0.3198091349068097,30.17274746680323,0.0,0.0,397.1023913957099,446.20713200017826,42.86305703295069,6.85353699890032,1.127000366714908,0.0,1,0,2021-10-24 15:03:58.703870384,75.0,0.2762808710322358
2.055701265784875,0.1634740235931821,12.554762743430295,2.6911185331003633,14.244893408726403,642.0555892645733,79.52226905908459,85.26134274626293,49827.57933865155,0.0,9427.134374498575,-609.0408758227452,1386.6167060829466,0.0,15196.522086090425,794.2711994045106,0.0,3534.672832798624,6418.846223011857,16562.750966686708,36941.67521704747,432.98892572034566,0.2423841543514653,22472.405462354207,7.285279126583319,1.7407655055048272,122.95662554297444,0.0,0.0,288.77332277990354,291.55668447350786,37.44151547133005,11.300874875746729,1.407299307885526,0.0,1,0,2019-10-27 01:34:28.406840680,75.0,0.24865217662820222
0.0441250009417624,0.0566690891403837,6.667342540671186,5.104405709003878,20.713194008273923,590.0784579383253,74.75784106434743,6250.834314266138,0.0,8167.01861871408,4364.103837762278,-552.3222837799401,1584.3954332236672,15303.616333076166,50.86223565508771,758.9293857777328,0.0,10989.179729450354,40201.28688301604,12301.4319687496,7086.738812733933,325.40004962746895,0.1236580586169935,16197.191888771154,8.55754063590924,2.150351470755935,27.93731983297124,32732.40655143629,558.429653583389,170.27186808372846,41.24903695662624,26.646213958269193,2.5894870082994235,0.9281122211278134,28.627166907147277,1,0,2019-12-24 08:54:17.605760576,58.24476642361877,0.2109892302752339
