MORTGAGE_TRDLN_TOTAL,RECENT_OPEN_ACCT_TRDLN_OPEN_TOTAL,ALL_TRDLN_TAGGED_TOTAL,DEROG_TRDLN_TOTAL,INQUIRY_CNT_TOTAL,CREDIT_SCORE_AVG_CALC,ALL_CREDIT_HISTORY_MONTHS_TOTAL,CASH_DOWN_CONTRACT,RECENT_OPEN_ACCT_CUR_BAL_OPEN_TOTAL,COLLECTIONS_CUR_BAL_TOTAL,CREDIT_CARD_AVAILABLE_TOTAL,REVOLVING_AVAILABLE_TAGGED_TOTAL,CREDIT_CARD_CREDIT_LIMIT_TOTAL,BANK_CARD_CREDIT_LIMIT_TOTAL,CREDIT_CARD_CUR_BAL_OPEN_TOTAL,INSTALLMENT_MO_PMT_TOTAL,REVOLVING_CUR_BAL_TOTAL,AUTO_ORIG_BAL_PAID_TOTAL,VEHICLE_MILEAGE,AUTO_ORIG_BAL_MAX_TOTAL,INSTALLMENT_CUR_BAL_TOTAL,PAYMENT_AMOUNT,AUTO_PTI_TOTAL,OPB,INQUIRY_RECENT_CNT_TOTAL,DEALER_RESERVE,AUTO_CREDIT_HISTORY_MONTHS_MAX_TOTAL,DEROG_CUR_BAL_TOTAL,DEROG_MO_PMT_TOTAL,PAYMENT_MADE_CNT_TOTAL,PAYMENT_MADE_CNT_TAGGED_TOTAL,AUTO_PAYMENT_MADE_CNT_TOTAL,DEALER_ADDS_PERCENT,DELINQ_CNT_30_DAY_TOTAL,TOTAL_DOWN_CONTRACT_PERCENT,Loan_Status,Profitability_GBP,Timestamp_x,TERM_OF_LOAN,Predicted_Target
0.0,0.0566690891403837,6.624165819378576,4.372459588363906,16.362908083264877,619.1812425137014,37.076362675264136,173.7459540740888,0.0,0.0,56.48951970609232,-626.0267661388696,445.86686084093526,0.0,0.0,711.8047912441909,0.0,3534.672832798624,6418.064462997303,14037.989630733036,6896.363144194536,407.24203127692806,0.087666989814729,21325.451870684872,6.649695162664759,1.7407655055048272,21.38483398583321,0.0,0.0,145.50866299900002,40.76395195501149,24.88869020297288,8.385623353453099,12.768911088102389,0.0,1,6750.793975038642,2022-11-15 19:06:38.559855984,75.0,5170.004016189973
0.1823560038009854,0.0566690891403837,8.678257211676412,24.117376861856293,13.766786198340158,627.4814574745781,51.55040500891421,4819.313641963741,0.0,0.0,301.8890924329148,-603.0558774123235,559.1239303243365,0.0,0.0,871.1574243359147,67434.86047588813,3534.672832798624,55642.63002097327,13400.826394999196,8878.441921062164,323.3576380379996,0.0678459764610907,15525.385609945924,5.776461869033422,1.7407655055048272,26.29548937384512,0.0,0.0,275.42533818876376,81.65719654682076,52.866285762759944,9.29102002464589,2.537662552797545,31.902854653779347,1,3951.1339036563872,2021-10-10 19:38:45.472547248,57.50950720570732,5129.785637411614
0.0,1.680199154572798,8.794496871747157,2.5996128092065103,18.074535671990994,622.6573664882004,57.26707836447092,870.1679384382892,0.0,0.0,1224.6296282338797,12729.942334043424,2139.9514531685054,28008.254533534513,0.0,800.6083508707063,143505.61095713745,65064.70891210523,6414.101658942618,37611.67991598559,11867.090614771918,424.54909938594113,0.1181762984474383,22114.700387082892,7.027654334145679,1.4705372644292674,22.42994713739976,0.0,0.0,312.2434837538557,72.94476116315546,49.52159266256548,5.981497831909265,0.9281122211278134,0.0,1,4854.033273947613,2019-09-16 15:51:47.470747072,67.11805009484172,4946.923544868286
0.0,0.0566690891403837,6.720156563128604,2.4805220344506065,19.241254383646435,628.5633821622774,115.65333605548574,101.117851280296,0.0,0.0,3574.9575121355383,-535.1130356515607,2066.0566492137277,0.0,10578.701457070514,664.5871765587452,0.0,3534.672832798624,30532.30793519374,15560.966973484412,7008.05071637802,306.46349011993095,0.1065261448480066,15255.016434059027,7.625586784274997,1.5897893850503997,19.894896362570563,0.0,0.0,238.0622009954153,57.94258629633984,26.647246574205347,15.428505007154127,0.9281122211278134,0.0,0,-2187.6091446442797,2021-10-25 15:36:57.461746176,75.0,-1724.9586211042615
2.4556037525202608,0.0566690891403837,28.112070427419688,21.09444132450759,16.773232946620332,635.174073794665,85.83581976955867,136.19793260051893,0.0,0.0,5091.867112200878,5277.089135695409,35662.92653803261,17641.265585937257,14317.268137588666,721.6146712166991,0.0,130768.65386345096,6399.510034286439,54558.61869782421,11291.63957556934,846.4991949707459,0.1170162433677282,47485.43166066579,8.62783639087267,2.667812525340824,58.61944984642689,0.0,0.0,1649.480815009138,668.5790405110049,263.29591578361277,21.041347446558973,2.463585396763805,0.0,1,2688.8632875269564,2021-08-30 03:14:51.089108912,75.0,4589.478164396402
0.2482388916905055,1.8187082111531805,15.53844513579327,3.128616367872257,12.86405653563572,636.339501312919,158.6689650608197,6545.171448744733,0.0,13355.547783102997,345.2514350459568,8880.959373299927,37285.63436011443,0.0,350.8725982405417,787.5237677088923,0.0,4414.542362316668,28253.2931838153,12659.639333955132,59606.36564086502,409.4183425668794,0.1073804426198743,21319.477688165072,5.653149226271603,1.711162861409787,31.32707539322743,21712.409310066832,515.1235852157896,404.8658823301978,690.8626976340377,25.294898803445623,7.972604386396963,0.9281122211278134,42.84585991027664,0,-3222.479225317558,2022-12-08 07:12:11.233123312,74.8154324486321,-2134.65147982316
0.0443920342858286,0.0566690891403837,8.385094214968671,3.935399133810205,13.458064305760765,666.1056493884352,202.7673254245659,149.99347565350035,0.0,0.0,350.1390778711367,-624.1841838392486,54929.61111151164,0.0,14209.7983369961,759.4103090570363,0.0,8536.89771769907,49311.75075092036,50154.96712402984,113095.90814040216,767.3584353369697,0.0903021929006736,42823.26790719532,5.565510085272504,1.7407655055048272,126.51975201924353,0.0,0.0,1717.179967194944,648.4526461321497,270.02999366282467,8.70683064068502,32.08507668603628,0.0,0,-1314.441636782816,2018-11-25 07:09:01.134113412,74.78607595173715,-2380.9019631292135
0.058382179523797,0.8814947471858345,4.922447926330824,2.3771944999685397,19.80961554866268,690.2342218098585,113.27405385055772,97.40348030450605,30410.0566458829,7837.236326122202,9567.461443719298,15365.52009304242,1573.112086504887,0.0,0.0,677.0738907089276,0.0,5405.475186421965,11281.956730843229,48431.56785917193,7604.8998487157405,440.41740781266503,0.2001614402794536,23377.894102962204,7.829033563567936,2.5276962981814894,34.93788568751585,0.0,0.0,323.105504082418,57.60993814917509,36.82481967050909,3.13755340639422,1.045215853782599,0.0,1,5166.254568038334,2022-02-20 06:49:34.617461744,75.0,4497.3159465087065
0.1425691003119552,0.0566690891403837,7.947504430038718,5.381238515547027,19.22320347683248,667.3189278299599,61.54692873612265,178.15678755710792,0.0,7343.73413620887,3824.933833214258,6965.786922040656,2127.0996772580784,0.0,0.0,770.8808073911406,0.0,3534.672832798624,20763.29335690928,11578.889536563438,6904.03256352511,371.7026292840203,0.1042294666950128,19971.61386023902,6.566145601616809,1.7407655055048272,85.15134789265545,37782.71578064276,511.3257133153503,1564.6149266449336,543.6686370197251,48.91019462262818,8.693478772915189,6.896390342678442,0.0,1,6362.333786137593,2022-12-14 04:21:49.090909088,67.13566946045688,5108.864534073403
0.2486133517364472,0.0989113441856575,6.414758920960086,4.47086890533028,12.968306641592749,751.584284837548,81.21276302426051,157.19977022852163,0.0,8837.896481179017,-1744.7095085630388,-713.233105512498,674.998304197874,0.0,0.0,4381.944594645426,0.0,7795.728256021968,43100.33713017252,12211.469118054112,13876.240010116784,530.7655269127799,0.0987738218211968,27140.856956007367,5.417867899667104,1.7407655055048272,20.471076049069374,0.0,0.0,225.50118053739328,70.52863964867694,27.357796079338897,20.60923765686094,2.2369811784878246,0.0,0,-2353.705042255582,2018-10-21 06:19:28.676867686,75.0,-2049.9256147886153
