TERM_OF_LOAN,Profitability,Origination_year,YEAR,Months_elapsed,CREDIT_SCORE_BUCKET,OPB,PAYMENT_AMOUNT,AUTO_PTI_TOTAL
72.0,0.019136541968160503,2023.0,2023.0,0.0,601-660,22908.79357703728,410.1193903049933,13.030334980254759
72.0,3597.4721786754717,2023.0,2024.0,12.0,601-660,17987.360893377358,410.1193903049933,13.030334980254759
72.0,2743.844924040662,2023.0,2025.0,24.0,601-660,13065.92820971744,410.1193903049933,13.030334980254759
72.0,1791.7890157326542,2023.0,2026.0,36.0,601-660,8144.495526057519,410.1193903049933,13.030334980254759
72.0,741.3044537514484,2023.0,2027.0,48.0,601-660,3223.0628423976013,410.1193903049933,13.030334980254759
72.0,0.0,2023.0,2028.0,60.0,601-660,0.0,410.1193903049933,13.030334980254759
72.0,0.0,2023.0,2029.0,72.0,601-660,0.0,410.1193903049933,13.030334980254759
72.0,0.0,2023.0,2030.0,84.0,601-660,0.0,410.1193903049933,13.030334980254759
48.0,0.07247769331843198,2023.0,2023.0,0.0,<600,42458.56943455976,720.550358442842,11.97591978879871
48.0,6762.393026649132,2023.0,2024.0,12.0,<600,33811.965133245656,720.550358442842,11.97591978879871
48.0,5284.725774705626,2023.0,2025.0,24.0,<600,25165.36083193155,720.550358442842,11.97591978879871
48.0,3634.1264367358376,2023.0,2026.0,36.0,<600,16518.756530617444,720.550358442842,11.97591978879871
48.0,0.0,2023.0,2027.0,48.0,<600,0.0,720.550358442842,11.97591978879871
48.0,0.0,2023.0,2028.0,60.0,<600,0.0,720.550358442842,11.97591978879871
48.0,0.0,2023.0,2029.0,72.0,<600,0.0,720.550358442842,11.97591978879871
48.0,0.0,2023.0,2030.0,84.0,<600,0.0,720.550358442842,11.97591978879871
75.0,0.00583188935549398,2023.0,2023.0,0.0,<600,21404.603095240825,418.06744190525654,23.16427409854431
75.0,3277.5587584755494,2023.0,2024.0,12.0,<600,16387.793792377746,418.06744190525654,23.16427409854431
75.0,2387.9067427980804,2023.0,2025.0,24.0,<600,11370.984489514669,418.06744190525654,23.16427409854431
75.0,1397.9185410633497,2023.0,2026.0,36.0,<600,6354.17518665159,418.06744190525654,23.16427409854431
75.0,307.59415327135787,2023.0,2027.0,48.0,<600,1337.3658837885123,418.06744190525654,23.16427409854431
75.0,0.0,2023.0,2028.0,60.0,<600,0.0,418.06744190525654,23.16427409854431
75.0,0.0,2023.0,2029.0,72.0,<600,0.0,418.06744190525654,23.16427409854431
75.0,0.0,2023.0,2030.0,84.0,<600,0.0,418.06744190525654,23.16427409854431
72.0,0.015289098505056177,2023.0,2023.0,0.0,<600,19961.41881319359,394.82977409879726,10.469815589613091
72.0,3044.692304801605,2023.0,2024.0,12.0,<600,15223.461524008024,394.82977409879726,10.469815589613091
72.0,2201.955889312716,2023.0,2025.0,24.0,<600,10485.504234822458,394.82977409879726,10.469815589613091
72.0,1264.4603280401159,2023.0,2026.0,36.0,<600,5747.54694563689,394.82977409879726,10.469815589613091
